vOTU,p.value,adj.p.value,median_PD,median_CL,fold_change,direction,log2_fold_change,Family,Protein,KO,p,pathway
ERR10832959__10323,1.59250481445712e-05,0.000297051473266613,0.000401896375528456,0.000600334453193817,0.670003811337577,Enriched_in_HC,-0.577758792477874,Siphoviridae,ERR10832959__10323_74,K06379,1.7e-55,stage II sporulation protein AB (anti-sigma F factor) [EC:2.7.11.1]
ERR10832959__10323,1.59250481445712e-05,0.000297051473266613,0.000401896375528456,0.000600334453193817,0.670003811337577,Enriched_in_HC,-0.577758792477874,Siphoviridae,ERR10832959__10323_70,K01873,0,valyl-tRNA synthetase [EC:6.1.1.9]
ERR10832959__10323,1.59250481445712e-05,0.000297051473266613,0.000401896375528456,0.000600334453193817,0.670003811337577,Enriched_in_HC,-0.577758792477874,Siphoviridae,ERR10832959__10323_15,K03111,3.1e-37,single-strand DNA-binding protein
ERR10832959__10323,1.59250481445712e-05,0.000297051473266613,0.000401896375528456,0.000600334453193817,0.670003811337577,Enriched_in_HC,-0.577758792477874,Siphoviridae,ERR10832959__10323_36,K01358,1.1e-27,"ATP-dependent Clp protease, protease subunit [EC:3.4.21.92]"
ERR10832959__10323,1.59250481445712e-05,0.000297051473266613,0.000401896375528456,0.000600334453193817,0.670003811337577,Enriched_in_HC,-0.577758792477874,Siphoviridae,ERR10832959__10323_57,K00986,9.3e-42,RNA-directed DNA polymerase [EC:2.7.7.49]
ERR10832959__10323,1.59250481445712e-05,0.000297051473266613,0.000401896375528456,0.000600334453193817,0.670003811337577,Enriched_in_HC,-0.577758792477874,Siphoviridae,ERR10832959__10323_17,K02315,2.8e-55,DNA replication protein DnaC
ERR10832959__10323,1.59250481445712e-05,0.000297051473266613,0.000401896375528456,0.000600334453193817,0.670003811337577,Enriched_in_HC,-0.577758792477874,Siphoviridae,ERR10832959__10323_43,K06908,9.4e-16,Bacteriophage tail tube protein
ERR10832959__9159,0.0100438446270098,0.0471392132868546,5.81970506736818e-05,4.06274693684385e-05,1.42206700459587,Enriched_in_PD,0.507989443101335,Myoviridae,ERR10832959__9159_208,K06381,6.2e-93,stage II sporulation protein D (peptidoglycan lytic transglycosylase) [EC:4.2.2.29]
ERR10832959__9159,0.0100438446270098,0.0471392132868546,5.81970506736818e-05,4.06274693684385e-05,1.42206700459587,Enriched_in_PD,0.507989443101335,Myoviridae,ERR10832959__9159_72,K07171,1.6e-28,mRNA interferase MazF [EC:3.1.-.-]
ERR10832959__9159,0.0100438446270098,0.0471392132868546,5.81970506736818e-05,4.06274693684385e-05,1.42206700459587,Enriched_in_PD,0.507989443101335,Myoviridae,ERR10832959__9159_7,K00615,9.8e-89,transketolase [EC:2.2.1.1]
ERR10832959__9159,0.0100438446270098,0.0471392132868546,5.81970506736818e-05,4.06274693684385e-05,1.42206700459587,Enriched_in_PD,0.507989443101335,Myoviridae,ERR10832959__9159_182,K14415,1.3e-105,tRNA-splicing ligase RtcB (3'-phosphate/5'-hydroxy nucleic acid ligase) [EC:6.5.1.8]
ERR10832959__9159,0.0100438446270098,0.0471392132868546,5.81970506736818e-05,4.06274693684385e-05,1.42206700459587,Enriched_in_PD,0.507989443101335,Myoviridae,ERR10832959__9159_30,K04763,3.4e-93,integrase/recombinase XerD
ERR10832959__9159,0.0100438446270098,0.0471392132868546,5.81970506736818e-05,4.06274693684385e-05,1.42206700459587,Enriched_in_PD,0.507989443101335,Myoviridae,ERR10832959__9159_160,K09961,6.1e-95,uncharacterized protein
ERR10832959__9159,0.0100438446270098,0.0471392132868546,5.81970506736818e-05,4.06274693684385e-05,1.42206700459587,Enriched_in_PD,0.507989443101335,Myoviridae,ERR10832959__9159_209,K01714,2.7e-106,4-hydroxy-tetrahydrodipicolinate synthase [EC:4.3.3.7]
ERR10832959__9159,0.0100438446270098,0.0471392132868546,5.81970506736818e-05,4.06274693684385e-05,1.42206700459587,Enriched_in_PD,0.507989443101335,Myoviridae,ERR10832959__9159_190,K01160,1.2e-12,crossover junction endodeoxyribonuclease RusA [EC:3.1.21.10]
ERR10832959__9159,0.0100438446270098,0.0471392132868546,5.81970506736818e-05,4.06274693684385e-05,1.42206700459587,Enriched_in_PD,0.507989443101335,Myoviridae,ERR10832959__9159_29,K01159,2.1e-63,crossover junction endodeoxyribonuclease RuvC [EC:3.1.21.10]
ERR10832959__9159,0.0100438446270098,0.0471392132868546,5.81970506736818e-05,4.06274693684385e-05,1.42206700459587,Enriched_in_PD,0.507989443101335,Myoviridae,ERR10832959__9159_127,K00986,4.9e-45,RNA-directed DNA polymerase [EC:2.7.7.49]
ERR10832959__9159,0.0100438446270098,0.0471392132868546,5.81970506736818e-05,4.06274693684385e-05,1.42206700459587,Enriched_in_PD,0.507989443101335,Myoviridae,ERR10832959__9159_31,K06384,2.2e-09,stage II sporulation protein M
ERR10832959__9159,0.0100438446270098,0.0471392132868546,5.81970506736818e-05,4.06274693684385e-05,1.42206700459587,Enriched_in_PD,0.507989443101335,Myoviridae,ERR10832959__9159_27,K03551,1.6e-183,holliday junction DNA helicase RuvB [EC:5.6.2.4]
ERR10832959__9159,0.0100438446270098,0.0471392132868546,5.81970506736818e-05,4.06274693684385e-05,1.42206700459587,Enriched_in_PD,0.507989443101335,Myoviridae,ERR10832959__9159_167,K00789,7.4e-173,S-adenosylmethionine synthetase [EC:2.5.1.6]
ERR10832959__9159,0.0100438446270098,0.0471392132868546,5.81970506736818e-05,4.06274693684385e-05,1.42206700459587,Enriched_in_PD,0.507989443101335,Myoviridae,ERR10832959__9159_185,K03111,6.8e-41,single-strand DNA-binding protein
ERR10832959__9159,0.0100438446270098,0.0471392132868546,5.81970506736818e-05,4.06274693684385e-05,1.42206700459587,Enriched_in_PD,0.507989443101335,Myoviridae,ERR10832959__9159_101,K01520,1.6e-19,dUTP diphosphatase [EC:3.6.1.23]
ERR10832959__9159,0.0100438446270098,0.0471392132868546,5.81970506736818e-05,4.06274693684385e-05,1.42206700459587,Enriched_in_PD,0.507989443101335,Myoviridae,ERR10832959__9159_156,K09960,1.4e-54,uncharacterized protein
ERR10832959__9159,0.0100438446270098,0.0471392132868546,5.81970506736818e-05,4.06274693684385e-05,1.42206700459587,Enriched_in_PD,0.507989443101335,Myoviridae,ERR10832959__9159_34,K00773,1.1e-176,queuine tRNA-ribosyltransferase [EC:2.4.2.29]
ERR10832959__9159,0.0100438446270098,0.0471392132868546,5.81970506736818e-05,4.06274693684385e-05,1.42206700459587,Enriched_in_PD,0.507989443101335,Myoviridae,ERR10832959__9159_26,K03431,2.8e-180,phosphoglucosamine mutase [EC:5.4.2.10]
ERR10832959__9159,0.0100438446270098,0.0471392132868546,5.81970506736818e-05,4.06274693684385e-05,1.42206700459587,Enriched_in_PD,0.507989443101335,Myoviridae,ERR10832959__9159_28,K03550,3.8e-61,holliday junction DNA helicase RuvA
ERR10832959__9159,0.0100438446270098,0.0471392132868546,5.81970506736818e-05,4.06274693684385e-05,1.42206700459587,Enriched_in_PD,0.507989443101335,Myoviridae,ERR10832959__9159_9,K01624,3.3e-108,"fructose-bisphosphate aldolase, class II [EC:4.1.2.13]"
ERR10832959__9159,0.0100438446270098,0.0471392132868546,5.81970506736818e-05,4.06274693684385e-05,1.42206700459587,Enriched_in_PD,0.507989443101335,Myoviridae,ERR10832959__9159_36,K19157,2.8e-33,mRNA interferase YafQ [EC:3.1.-.-]
ERR10832959__9159,0.0100438446270098,0.0471392132868546,5.81970506736818e-05,4.06274693684385e-05,1.42206700459587,Enriched_in_PD,0.507989443101335,Myoviridae,ERR10832959__9159_193,K02315,7.3e-54,DNA replication protein DnaC
ERR10832959__9159,0.0100438446270098,0.0471392132868546,5.81970506736818e-05,4.06274693684385e-05,1.42206700459587,Enriched_in_PD,0.507989443101335,Myoviridae,ERR10832959__9159_25,K27000,6.2e-66,RNA polymerase sigma-H factor
ERR10832959__9159,0.0100438446270098,0.0471392132868546,5.81970506736818e-05,4.06274693684385e-05,1.42206700459587,Enriched_in_PD,0.507989443101335,Myoviridae,ERR10832959__9159_37,K07473,7.9e-25,DNA-damage-inducible protein J
ERR10832959__9159,0.0100438446270098,0.0471392132868546,5.81970506736818e-05,4.06274693684385e-05,1.42206700459587,Enriched_in_PD,0.507989443101335,Myoviridae,ERR10832959__9159_75,K00571,7.1e-48,site-specific DNA-methyltransferase (adenine-specific) [EC:2.1.1.72]
ERR10832959__9159,0.0100438446270098,0.0471392132868546,5.81970506736818e-05,4.06274693684385e-05,1.42206700459587,Enriched_in_PD,0.507989443101335,Myoviridae,ERR10832959__9159_33,K03210,1.6e-32,preprotein translocase subunit YajC
ERR10832959__9159,0.0100438446270098,0.0471392132868546,5.81970506736818e-05,4.06274693684385e-05,1.42206700459587,Enriched_in_PD,0.507989443101335,Myoviridae,ERR10832959__9159_22,K06967,9.3e-66,tRNA (adenine22-N1)-methyltransferase [EC:2.1.1.217]
ERR10832959__9159,0.0100438446270098,0.0471392132868546,5.81970506736818e-05,4.06274693684385e-05,1.42206700459587,Enriched_in_PD,0.507989443101335,Myoviridae,ERR10832959__9159_206,K06400,1.8e-115,site-specific DNA recombinase
ERR10832959__9159,0.0100438446270098,0.0471392132868546,5.81970506736818e-05,4.06274693684385e-05,1.42206700459587,Enriched_in_PD,0.507989443101335,Myoviridae,ERR10832959__9159_165,K01243,5.2e-33,adenosylhomocysteine nucleosidase [EC:3.2.2.9]
ERR10832959__9159,0.0100438446270098,0.0471392132868546,5.81970506736818e-05,4.06274693684385e-05,1.42206700459587,Enriched_in_PD,0.507989443101335,Myoviridae,ERR10832959__9159_12,K06398,2.1e-214,stage IV sporulation protein A
ERR10832959__9159,0.0100438446270098,0.0471392132868546,5.81970506736818e-05,4.06274693684385e-05,1.42206700459587,Enriched_in_PD,0.507989443101335,Myoviridae,ERR10832959__9159_18,K01925,1.1e-134,UDP-N-acetylmuramoylalanine--D-glutamate ligase [EC:6.3.2.9]
ERR10832959__9159,0.0100438446270098,0.0471392132868546,5.81970506736818e-05,4.06274693684385e-05,1.42206700459587,Enriched_in_PD,0.507989443101335,Myoviridae,ERR10832959__9159_6,K00615,1.9e-102,transketolase [EC:2.2.1.1]
ERR10832959__9159,0.0100438446270098,0.0471392132868546,5.81970506736818e-05,4.06274693684385e-05,1.42206700459587,Enriched_in_PD,0.507989443101335,Myoviridae,ERR10832959__9159_43,K00558,4.9e-66,DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37]
ERR10832959__9159,0.0100438446270098,0.0471392132868546,5.81970506736818e-05,4.06274693684385e-05,1.42206700459587,Enriched_in_PD,0.507989443101335,Myoviridae,ERR10832959__9159_207,K07568,5.5e-156,S-adenosylmethionine:tRNA ribosyltransferase-isomerase [EC:2.4.99.17]
ERR10832959__9159,0.0100438446270098,0.0471392132868546,5.81970506736818e-05,4.06274693684385e-05,1.42206700459587,Enriched_in_PD,0.507989443101335,Myoviridae,ERR10832959__9159_3,K01448,1.6e-41,N-acetylmuramoyl-L-alanine amidase [EC:3.5.1.28]
ERR10832959__9159,0.0100438446270098,0.0471392132868546,5.81970506736818e-05,4.06274693684385e-05,1.42206700459587,Enriched_in_PD,0.507989443101335,Myoviridae,ERR10832959__9159_4,K04485,2.2e-193,DNA repair protein RadA/Sms
ERR10832959__9159,0.0100438446270098,0.0471392132868546,5.81970506736818e-05,4.06274693684385e-05,1.42206700459587,Enriched_in_PD,0.507989443101335,Myoviridae,ERR10832959__9159_1,K06334,1.6e-96,spore coat protein JC
ERR10832959__9159,0.0100438446270098,0.0471392132868546,5.81970506736818e-05,4.06274693684385e-05,1.42206700459587,Enriched_in_PD,0.507989443101335,Myoviridae,ERR10832959__9159_10,K21071,5.4e-117,ATP-dependent phosphofructokinase / diphosphate-dependent phosphofructokinase [EC:2.7.1.11 2.7.1.90]
ERR10832959__9159,0.0100438446270098,0.0471392132868546,5.81970506736818e-05,4.06274693684385e-05,1.42206700459587,Enriched_in_PD,0.507989443101335,Myoviridae,ERR10832959__9159_16,K01972,2e-153,DNA ligase (NAD+) [EC:6.5.1.2]
ERR10832959__9159,0.0100438446270098,0.0471392132868546,5.81970506736818e-05,4.06274693684385e-05,1.42206700459587,Enriched_in_PD,0.507989443101335,Myoviridae,ERR10832959__9159_20,K18189,3.3e-70,translational activator of cytochrome c oxidase 1
ERR10832959__9159,0.0100438446270098,0.0471392132868546,5.81970506736818e-05,4.06274693684385e-05,1.42206700459587,Enriched_in_PD,0.507989443101335,Myoviridae,ERR10832959__9159_21,K22391,2.3e-50,GTP cyclohydrolase I [EC:3.5.4.16]
ERR10832959__9159,0.0100438446270098,0.0471392132868546,5.81970506736818e-05,4.06274693684385e-05,1.42206700459587,Enriched_in_PD,0.507989443101335,Myoviridae,ERR10832959__9159_2,K06333,1.2e-27,spore coat protein JB
ERR10832959__9664,1.57229179241742e-07,7.60109321114094e-06,9.97760524897685e-05,0.000155524141930895,0.643837118329394,Enriched_in_HC,-0.635232341796414,Myoviridae,ERR10832959__9664_10,K07474,5.1e-45,phage terminase small subunit
ERR10832959__9664,1.57229179241742e-07,7.60109321114094e-06,9.97760524897685e-05,0.000155524141930895,0.643837118329394,Enriched_in_HC,-0.635232341796414,Myoviridae,ERR10832959__9664_33,K00986,7.2e-51,RNA-directed DNA polymerase [EC:2.7.7.49]
ERR10832959__9664,1.57229179241742e-07,7.60109321114094e-06,9.97760524897685e-05,0.000155524141930895,0.643837118329394,Enriched_in_HC,-0.635232341796414,Myoviridae,ERR10832959__9664_46,K03654,2.5e-209,ATP-dependent DNA helicase RecQ [EC:5.6.2.4]
ERR10832959__9664,1.57229179241742e-07,7.60109321114094e-06,9.97760524897685e-05,0.000155524141930895,0.643837118329394,Enriched_in_HC,-0.635232341796414,Myoviridae,ERR10832959__9664_44,K07482,1.4e-85,"transposase, IS30 family"
ERR10832959__9664,1.57229179241742e-07,7.60109321114094e-06,9.97760524897685e-05,0.000155524141930895,0.643837118329394,Enriched_in_HC,-0.635232341796414,Myoviridae,ERR10832959__9664_8,K03111,5.5e-37,single-strand DNA-binding protein
ERR10832959__9664,1.57229179241742e-07,7.60109321114094e-06,9.97760524897685e-05,0.000155524141930895,0.643837118329394,Enriched_in_HC,-0.635232341796414,Myoviridae,ERR10832959__9664_11,K06909,2.7e-95,phage terminase large subunit
ERR10832959__9664,1.57229179241742e-07,7.60109321114094e-06,9.97760524897685e-05,0.000155524141930895,0.643837118329394,Enriched_in_HC,-0.635232341796414,Myoviridae,ERR10832959__9664_47,K04068,1.7e-65,anaerobic ribonucleoside-triphosphate reductase activating protein [EC:1.97.1.4]
ERR10832959__9664,1.57229179241742e-07,7.60109321114094e-06,9.97760524897685e-05,0.000155524141930895,0.643837118329394,Enriched_in_HC,-0.635232341796414,Myoviridae,ERR10832959__9664_6,K07171,2.8e-28,mRNA interferase MazF [EC:3.1.-.-]
ERR10836461__17148,0.00705301727733732,0.0359783619276515,0,0,1,Enriched_in_HC,0,Siphoviridae,ERR10836461__17148_13,K00986,7.4e-55,RNA-directed DNA polymerase [EC:2.7.7.49]
ERR10836461__17148,0.00705301727733732,0.0359783619276515,0,0,1,Enriched_in_HC,0,Siphoviridae,ERR10836461__17148_2,K07482,7.4e-89,"transposase, IS30 family"
ERR10836461__17148,0.00705301727733732,0.0359783619276515,0,0,1,Enriched_in_HC,0,Siphoviridae,ERR10836461__17148_26,K06904,5e-29,Escherichia/Staphylococcus phage prohead protease
ERR10836461__17148,0.00705301727733732,0.0359783619276515,0,0,1,Enriched_in_HC,0,Siphoviridae,ERR10836461__17148_44,K01449,4.3e-15,cell wall hydrolase
ERR10836461__19623,1.69103133829072e-10,3.16740722083535e-08,0.00011411726865214,7.47290713781751e-05,1.52011990319105,Enriched_in_PD,0.604185124271942,Myoviridae,ERR10836461__19623_17,K07474,6.4e-34,phage terminase small subunit
ERR10836461__19623,1.69103133829072e-10,3.16740722083535e-08,0.00011411726865214,7.47290713781751e-05,1.52011990319105,Enriched_in_PD,0.604185124271942,Myoviridae,ERR10836461__19623_9,K06919,1.7e-17,putative DNA primase/helicase
ERR10836461__19623,1.69103133829072e-10,3.16740722083535e-08,0.00011411726865214,7.47290713781751e-05,1.52011990319105,Enriched_in_PD,0.604185124271942,Myoviridae,ERR10836461__19623_18,K06909,2.7e-128,phage terminase large subunit
ERR10836461__19623,1.69103133829072e-10,3.16740722083535e-08,0.00011411726865214,7.47290713781751e-05,1.52011990319105,Enriched_in_PD,0.604185124271942,Myoviridae,ERR10836461__19623_53,K14059,1.3e-62,integrase
ERR10836461__658,0.00733308331630612,0.0370131058767003,0,0,1,Enriched_in_HC,0,Myoviridae,ERR10836461__658_83,K03546,2e-71,DNA repair protein SbcC/Rad50
ERR10836461__658,0.00733308331630612,0.0370131058767003,0,0,1,Enriched_in_HC,0,Myoviridae,ERR10836461__658_81,K02315,2.2e-60,DNA replication protein DnaC
ERR10836461__658,0.00733308331630612,0.0370131058767003,0,0,1,Enriched_in_HC,0,Myoviridae,ERR10836461__658_93,K06400,1.9e-79,site-specific DNA recombinase
ERR10836461__658,0.00733308331630612,0.0370131058767003,0,0,1,Enriched_in_HC,0,Myoviridae,ERR10836461__658_24,K00986,4.7e-45,RNA-directed DNA polymerase [EC:2.7.7.49]
ERR10836461__658,0.00733308331630612,0.0370131058767003,0,0,1,Enriched_in_HC,0,Myoviridae,ERR10836461__658_19,K08640,3.1e-23,zinc D-Ala-D-Ala carboxypeptidase [EC:3.4.17.14]
ERR10836461__658,0.00733308331630612,0.0370131058767003,0,0,1,Enriched_in_HC,0,Myoviridae,ERR10836461__658_91,K07729,4.9e-15,putative transcriptional regulator
ERR10836461__658,0.00733308331630612,0.0370131058767003,0,0,1,Enriched_in_HC,0,Myoviridae,ERR10836461__658_59,K03700,3.5e-20,recombination protein U
ERR10836464__15021,0.00849651370067291,0.0413601653078022,6.76611562519383e-05,5.66775372025523e-05,1.19043148480514,Enriched_in_PD,0.251484588792757,Myoviridae,ERR10836464__15021_43,K03111,1.6e-36,single-strand DNA-binding protein
ERR10836464__15021,0.00849651370067291,0.0413601653078022,6.76611562519383e-05,5.66775372025523e-05,1.19043148480514,Enriched_in_PD,0.251484588792757,Myoviridae,ERR10836464__15021_16,K00986,6.9e-53,RNA-directed DNA polymerase [EC:2.7.7.49]
ERR10836464__15021,0.00849651370067291,0.0413601653078022,6.76611562519383e-05,5.66775372025523e-05,1.19043148480514,Enriched_in_PD,0.251484588792757,Myoviridae,ERR10836464__15021_40,K06909,2.3e-96,phage terminase large subunit
ERR10836464__15021,0.00849651370067291,0.0413601653078022,6.76611562519383e-05,5.66775372025523e-05,1.19043148480514,Enriched_in_PD,0.251484588792757,Myoviridae,ERR10836464__15021_3,K03310,2.9e-153,"alanine or glycine:cation symporter, AGCS family"
ERR10836464__15021,0.00849651370067291,0.0413601653078022,6.76611562519383e-05,5.66775372025523e-05,1.19043148480514,Enriched_in_PD,0.251484588792757,Myoviridae,ERR10836464__15021_53,K01160,5.3e-13,crossover junction endodeoxyribonuclease RusA [EC:3.1.21.10]
ERR10836464__15021,0.00849651370067291,0.0413601653078022,6.76611562519383e-05,5.66775372025523e-05,1.19043148480514,Enriched_in_PD,0.251484588792757,Myoviridae,ERR10836464__15021_4,K01893,2.1e-200,asparaginyl-tRNA synthetase [EC:6.1.1.22]
ERR10836464__15021,0.00849651370067291,0.0413601653078022,6.76611562519383e-05,5.66775372025523e-05,1.19043148480514,Enriched_in_PD,0.251484588792757,Myoviridae,ERR10836464__15021_41,K07474,4.1e-46,phage terminase small subunit
ERR10836464__15021,0.00849651370067291,0.0413601653078022,6.76611562519383e-05,5.66775372025523e-05,1.19043148480514,Enriched_in_PD,0.251484588792757,Myoviridae,ERR10836464__15021_54,K02315,1.2e-44,DNA replication protein DnaC
ERR10836464__15021,0.00849651370067291,0.0413601653078022,6.76611562519383e-05,5.66775372025523e-05,1.19043148480514,Enriched_in_PD,0.251484588792757,Myoviridae,ERR10836464__15021_1,K25307,1.9e-48,low molecular weight protein-tyrosine phosphatase [EC:3.1.3.48]
ERR10836464__15021,0.00849651370067291,0.0413601653078022,6.76611562519383e-05,5.66775372025523e-05,1.19043148480514,Enriched_in_PD,0.251484588792757,Myoviridae,ERR10836464__15021_5,K07482,2.1e-86,"transposase, IS30 family"
ERR10836464__18824,0.000616897770050394,0.00540367224066165,0,0,1,Enriched_in_HC,0,Siphoviridae,"","",,""
ERR10836464__3891,0.000109546741426467,0.0013393423525447,0.000256178822782467,0.000211201942195086,1.21195319949537,Enriched_in_PD,0.277333989108253,Siphoviridae,ERR10836464__3891_4,K03556,1.7e-69,"LuxR family transcriptional regulator, maltose regulon positive regulatory protein"
ERR10836464__9425,0.00409719468589099,0.0241365761847989,0,0,1,Enriched_in_HC,0,Siphoviridae,ERR10836464__9425_26,K04068,5.2e-67,anaerobic ribonucleoside-triphosphate reductase activating protein [EC:1.97.1.4]
ERR10836464__9425,0.00409719468589099,0.0241365761847989,0,0,1,Enriched_in_HC,0,Siphoviridae,ERR10836464__9425_27,K21636,5.4e-93,ribonucleoside-triphosphate reductase (formate) [EC:1.1.98.6]
ERR10836464__9425,0.00409719468589099,0.0241365761847989,0,0,1,Enriched_in_HC,0,Siphoviridae,ERR10836464__9425_41,K01449,7.4e-24,cell wall hydrolase
ERR10837974__23985,0.000897157772313114,0.00727999763485932,0,0,1,Enriched_in_HC,0,Siphoviridae,ERR10837974__23985_37,K01358,4.9e-28,"ATP-dependent Clp protease, protease subunit [EC:3.4.21.92]"
ERR10837974__23985,0.000897157772313114,0.00727999763485932,0,0,1,Enriched_in_HC,0,Siphoviridae,ERR10837974__23985_7,K02342,2.2e-30,DNA polymerase III subunit epsilon [EC:2.7.7.7]
ERR10837974__23985,0.000897157772313114,0.00727999763485932,0,0,1,Enriched_in_HC,0,Siphoviridae,ERR10837974__23985_49,K06905,7.8e-39,Bacteriophage probable baseplate hub protein
ERR10837974__23985,0.000897157772313114,0.00727999763485932,0,0,1,Enriched_in_HC,0,Siphoviridae,ERR10837974__23985_15,K02315,7.3e-58,DNA replication protein DnaC
ERR10837974__23985,0.000897157772313114,0.00727999763485932,0,0,1,Enriched_in_HC,0,Siphoviridae,ERR10837974__23985_13,K03111,2.8e-37,single-strand DNA-binding protein
ERR10837974__23985,0.000897157772313114,0.00727999763485932,0,0,1,Enriched_in_HC,0,Siphoviridae,ERR10837974__23985_58,K00986,9.5e-43,RNA-directed DNA polymerase [EC:2.7.7.49]
ERR10837974__23985,0.000897157772313114,0.00727999763485932,0,0,1,Enriched_in_HC,0,Siphoviridae,ERR10837974__23985_45,K06908,3.3e-16,Bacteriophage tail tube protein
ERR10837974__23985,0.000897157772313114,0.00727999763485932,0,0,1,Enriched_in_HC,0,Siphoviridae,ERR10837974__23985_9,K01449,7.3e-20,cell wall hydrolase
ERR10837974__23985,0.000897157772313114,0.00727999763485932,0,0,1,Enriched_in_HC,0,Siphoviridae,ERR10837974__23985_18,K03700,6.5e-29,recombination protein U
ERR10837974__9718,0.000152423051025645,0.00172544203518718,0.000288927076587201,0.000457944831044015,0.631725333800296,Enriched_in_HC,-0.662630665750899,Myoviridae,ERR10837974__9718_76,K25232,3.6e-51,fatty acid kinase fatty acid binding subunit
ERR10837974__9718,0.000152423051025645,0.00172544203518718,0.000288927076587201,0.000457944831044015,0.631725333800296,Enriched_in_HC,-0.662630665750899,Myoviridae,ERR10837974__9718_11,K02395,3.2e-13,peptidoglycan hydrolase FlgJ
ERR10837974__9718,0.000152423051025645,0.00172544203518718,0.000288927076587201,0.000457944831044015,0.631725333800296,Enriched_in_HC,-0.662630665750899,Myoviridae,ERR10837974__9718_30,K06908,9.8e-30,Bacteriophage tail tube protein
ERR10837974__9718,0.000152423051025645,0.00172544203518718,0.000288927076587201,0.000457944831044015,0.631725333800296,Enriched_in_HC,-0.662630665750899,Myoviridae,ERR10837974__9718_80,K02029,2e-66,polar amino acid transport system permease protein
ERR10837974__9718,0.000152423051025645,0.00172544203518718,0.000288927076587201,0.000457944831044015,0.631725333800296,Enriched_in_HC,-0.662630665750899,Myoviridae,ERR10837974__9718_18,K00986,3.2e-37,RNA-directed DNA polymerase [EC:2.7.7.49]
ERR10837974__9718,0.000152423051025645,0.00172544203518718,0.000288927076587201,0.000457944831044015,0.631725333800296,Enriched_in_HC,-0.662630665750899,Myoviridae,ERR10837974__9718_84,K07053,6.5e-53,"3',5'-nucleoside bisphosphate phosphatase [EC:3.1.3.97]"
ERR10837974__9718,0.000152423051025645,0.00172544203518718,0.000288927076587201,0.000457944831044015,0.631725333800296,Enriched_in_HC,-0.662630665750899,Myoviridae,ERR10837974__9718_26,K06905,8.1e-78,Bacteriophage probable baseplate hub protein
ERR10837974__9718,0.000152423051025645,0.00172544203518718,0.000288927076587201,0.000457944831044015,0.631725333800296,Enriched_in_HC,-0.662630665750899,Myoviridae,ERR10837974__9718_81,K02028,2.9e-123,polar amino acid transport system ATP-binding protein [EC:7.4.2.1]
ERR10837974__9718,0.000152423051025645,0.00172544203518718,0.000288927076587201,0.000457944831044015,0.631725333800296,Enriched_in_HC,-0.662630665750899,Myoviridae,ERR10837974__9718_74,K06400,2.4e-112,site-specific DNA recombinase
ERR10837974__9718,0.000152423051025645,0.00172544203518718,0.000288927076587201,0.000457944831044015,0.631725333800296,Enriched_in_HC,-0.662630665750899,Myoviridae,ERR10837974__9718_79,K02030,1.5e-39,polar amino acid transport system substrate-binding protein
ERR10837974__9718,0.000152423051025645,0.00172544203518718,0.000288927076587201,0.000457944831044015,0.631725333800296,Enriched_in_HC,-0.662630665750899,Myoviridae,ERR10837974__9718_82,K26937,1.1e-98,"MATE family, multidrug efflux pump"
ERR10837974__9718,0.000152423051025645,0.00172544203518718,0.000288927076587201,0.000457944831044015,0.631725333800296,Enriched_in_HC,-0.662630665750899,Myoviridae,ERR10837974__9718_77,K06131,5.8e-129,cardiolipin synthase A/B [EC:2.7.8.-]
ERR10837979__23644,9.11452557067991e-05,0.00115177440035247,5.89678059367475e-05,3.87464351521587e-05,1.50875935683733,Enriched_in_PD,0.593362718135859,Siphoviridae,ERR10837979__23644_84,K01246,2.4e-69,DNA-3-methyladenine glycosylase I [EC:3.2.2.20]
ERR10837979__23644,9.11452557067991e-05,0.00115177440035247,5.89678059367475e-05,3.87464351521587e-05,1.50875935683733,Enriched_in_PD,0.593362718135859,Siphoviridae,ERR10837979__23644_63,K00986,1.8e-44,RNA-directed DNA polymerase [EC:2.7.7.49]
ERR10837979__23644,9.11452557067991e-05,0.00115177440035247,5.89678059367475e-05,3.87464351521587e-05,1.50875935683733,Enriched_in_PD,0.593362718135859,Siphoviridae,ERR10837979__23644_69,K02395,1.2e-31,peptidoglycan hydrolase FlgJ
ERR10837979__23644,9.11452557067991e-05,0.00115177440035247,5.89678059367475e-05,3.87464351521587e-05,1.50875935683733,Enriched_in_PD,0.593362718135859,Siphoviridae,ERR10837979__23644_32,K03496,1.9e-59,chromosome partitioning protein
ERR10837979__23644,9.11452557067991e-05,0.00115177440035247,5.89678059367475e-05,3.87464351521587e-05,1.50875935683733,Enriched_in_PD,0.593362718135859,Siphoviridae,ERR10837979__23644_79,K07482,3.9e-77,"transposase, IS30 family"
ERR10837979__23644,9.11452557067991e-05,0.00115177440035247,5.89678059367475e-05,3.87464351521587e-05,1.50875935683733,Enriched_in_PD,0.593362718135859,Siphoviridae,ERR10837979__23644_80,K07816,5.5e-81,GTP pyrophosphokinase [EC:2.7.6.5]
ERR10837979__23644,9.11452557067991e-05,0.00115177440035247,5.89678059367475e-05,3.87464351521587e-05,1.50875935683733,Enriched_in_PD,0.593362718135859,Siphoviridae,ERR10837979__23644_1,K00266,3.3e-200,glutamate synthase (NADPH) small chain [EC:1.4.1.13]
